gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,nitegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,cj,alt,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,first,ob,score,vscore,hscore,clock,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD29,"V,1,10,H29","5,4,39","PASS:10,C,12,H29 TACK:25",J. Clark pass complete to J. Madin Cerezo for no gain to the BD29 (N. Lester).,"V,2,10,H29",P,NA,NA,NA,NA,NA,NA,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,10,BD29,"V,2,10,H29","5,5,40","PASS:10,C,24,H16 OB:","J. Clark pass complete to X. Johnson for 13 yards to the BD16, 1ST DOWN HD, out-of-bounds.","V,1,10,H16",P,P,Y,NA,NA,NA,NA,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD16,"V,1,10,H16","5,6,41","RUSH:24,H13, TACK:23,7",X. Johnson rush for 3 yards to the BD13 (J. Brugnani;M. Tavarres).,"V,2,7,H13",R,NA,NA,NA,NA,NA,NA,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,7,BD13,"V,2,7,H13","5,7,42","RUSH:24,H09, TACK:7,10",X. Johnson rush for 4 yards to the BD9 (M. Tavarres;C. Brugnani).,"V,3,3,H09",R,NA,NA,NA,NA,NA,NA,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,3,3,BD09,"V,3,3,H09","5,8,43","PASS:10,S,TM,H13 SACK:45",J. Clark sacked for loss of 4 yards to the BD13 (A. Posito).,"V,4,7,H13",P,NA,NA,NA,NA,NA,NA,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,4,7,BD13,"V,4,7,H13","5,9,44","FGA:4,13,G T:00:15","P. Andersen field goal attempt from 13 GOOD, clock 00:15.","V,1,0,V35",F,NA,NA,Y,13,0,00:15,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,0,HD35,"V,1,0,V35","5,10,45","KO:4,H00 TB:","P. Andersen kickoff 65 yards to the BD0, touchback.","H,1,10,H25",K,NA,NA,NA,NA,NA,NA,NA,5,V,HD,"FUMB,1,03:24,39","FG,1,00:15,87",8,48,3:09,FUMB,1,03:24,HD39,FG,1,00:15,BD13,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD25,"H,1,10,H25","6,1,46","{DRIVE}:00:15 PASS:1,I,86,*","BARCELONA DRAGONS drive start at 00:15, Z. Edwards pass incomplete to M. Emos.","H,2,10,H25",P,NA,NA,NA,NA,NA,00:15,NA,6,H,BD,"KO,1,00:15,25","PUNT,2,12:00,29",3,4,3:15,KO,1,00:15,BD25,PUNT,2,12:00,BD29,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,BD25,"H,2,10,H25","6,2,47","RUSH:1,H24, OB:","Z. Edwards rush for loss of 1 yard to the BD24, out-of-bounds.","H,3,11,H24",R,NA,Y,NA,NA,NA,NA,NA,6,H,BD,"KO,1,00:15,25","PUNT,2,12:00,29",3,4,3:15,KO,1,00:15,BD25,PUNT,2,12:00,BD29,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,11,BD24,"H,3,11,H24","6,3,48","Q:2 T:12:00 PEN:V,OD,A,91,H29,N","Start of 2nd quarter, clock 12:00, PENALTY HD offside defense (K. Edebali) 5 yards to the BD29.","H,3,6,H29",E,NA,NA,NA,NA,NA,12:00,NA,6,H,BD,"KO,1,00:15,25","PUNT,2,12:00,29",3,4,3:15,KO,1,00:15,BD25,PUNT,2,12:00,BD29,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,6,BD29,"H,3,6,H29","6,4,49","PASS:1,I,86,*",Z. Edwards pass incomplete to M. Emos.,"H,4,6,H29",P,NA,NA,NA,NA,NA,NA,NA,6,H,BD,"KO,1,00:15,25","PUNT,2,12:00,29",3,4,3:15,KO,1,00:15,BD25,PUNT,2,12:00,BD29,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,4,6,BD29,"H,4,6,H29","6,5,50","PUNT:18,H48 OB:","C. Manser punt 19 yards to the BD48, out-of-bounds.","V,1,10,H48",U,NA,Y,NA,NA,NA,NA,NA,6,H,BD,"KO,1,00:15,25","PUNT,2,12:00,29",3,4,3:15,KO,1,00:15,BD25,PUNT,2,12:00,BD29,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD48,"V,1,10,H48","7,1,51","{DRIVE}:12:00 RUSH:34,H43, TACK:7","HAMBURG SEA DEVILS drive start at 12:00, J. Ampaw rush for 5 yards to the BD43 (M. Tavarres).","V,2,5,H43",R,NA,NA,NA,NA,NA,12:00,NA,7,V,HD,"PUNT,2,12:00,52","PUNT,2,11:30,52",3,0,0:30,PUNT,2,12:00,BD48,PUNT,2,11:30,BD48,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,5,BD43,"V,2,5,H43","7,2,52","PASS:10,I,12,* BRUP:25",J. Clark pass incomplete to J. Madin Cerezo (N. Lester).,"V,3,5,H43",P,NA,NA,NA,NA,NA,NA,NA,7,V,HD,"PUNT,2,12:00,52","PUNT,2,11:30,52",3,0,0:30,PUNT,2,12:00,BD48,PUNT,2,11:30,BD48,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,3,5,BD43,"V,3,5,H43","7,3,53","PEN:V,DG,A,TM,H48,N",PENALTY HD delay of game 5 yards to the BD48.,"V,3,10,H48",E,NA,NA,NA,NA,NA,NA,NA,7,V,HD,"PUNT,2,12:00,52","PUNT,2,11:30,52",3,0,0:30,PUNT,2,12:00,BD48,PUNT,2,11:30,BD48,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,3,10,BD48,"V,3,10,H48","7,4,54","PASS:10,I,11,* BRUP:25",J. Clark pass incomplete to B. Mau (N. Lester).,"V,4,10,H48",P,NA,NA,NA,NA,NA,NA,NA,7,V,HD,"PUNT,2,12:00,52","PUNT,2,11:30,52",3,0,0:30,PUNT,2,12:00,BD48,PUNT,2,11:30,BD48,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,4,10,BD48,"V,4,10,H48","7,5,55","PUNT:4,H06",P. Andersen punt 42 yards to the BD6.,"H,1,10,H06",U,NA,NA,NA,NA,NA,NA,NA,7,V,HD,"PUNT,2,12:00,52","PUNT,2,11:30,52",3,0,0:30,PUNT,2,12:00,BD48,PUNT,2,11:30,BD48,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD06,"H,1,10,H06","8,1,56","{DRIVE}:11:30 RUSH:1,H10, TACK:43,25","BARCELONA DRAGONS drive start at 11:30, Z. Edwards rush for 4 yards to the BD10 (M. Boock;M. Franklin).","H,2,6,H10",R,NA,NA,NA,NA,NA,11:30,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,6,BD10,"H,2,6,H10","8,2,57","RUSH:21,H14, TACK:97",A. Monton rush for 4 yards to the BD14 (B. Tchouadje).,"H,3,2,H14",R,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,2,BD14,"H,3,2,H14","8,3,58","RUSH:21,H18, TACK:45,","A. Monton rush for 4 yards to the BD18, 1ST DOWN BD (J. Sarfo).","H,1,10,H18",R,R,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD18,"H,1,10,H18","8,4,59","PASS:1,C,5,H31 TACK:52,27","Z. Edwards pass complete to J. Constant for 13 yards to the BD31, 1ST DOWN BD (A. Mati;L. Mueller).","H,1,10,H31",P,P,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD31,"H,1,10,H31","8,5,60","PASS:1,I,86,*",Z. Edwards pass incomplete to M. Emos.,"H,2,10,H31",P,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,BD31,"H,2,10,H31","8,6,61","PASS:1,I,86,*",Z. Edwards pass incomplete to M. Emos.,"H,3,10,H31",P,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,10,BD31,"H,3,10,H31","8,7,62","PASS:1,C,5,V35 OB:","Z. Edwards pass complete to J. Constant for 34 yards to the HD35, 1ST DOWN BD, out-of-bounds.","H,1,10,V35",P,P,Y,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,HD35,"H,1,10,V35","8,8,63","PASS:1,I,15,*",Z. Edwards pass incomplete to M. Flores.,"H,2,10,V35",P,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,HD35,"H,2,10,V35","8,9,64","PASS:1,C,21,V25 TACK:91","Z. Edwards pass complete to A. Monton for 10 yards to the HD25, 1ST DOWN BD (K. Edebali).","H,1,10,V25",P,P,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,HD25,"H,1,10,V25","8,10,65","PASS:1,S,TM,V24 SACK:94,69","Z. Edwards sacked for 1 yard to the HD24 (B. Grube;D, Weinstock).","H,2,9,V24",P,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,9,HD24,"H,2,9,V24","8,11,66","PASS:1,I,86,*",Z. Edwards pass incomplete to M. Emos.,"H,3,9,V24",P,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,9,HD24,"H,3,9,V24","8,12,67","PASS:1,S,TM,V32 SACK:99",Z. Edwards sacked for loss of 8 yards to the HD32 (N. Imasuen).,"H,4,17,V32",P,NA,NA,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,4,17,HD32,"H,4,17,V32","8,13,68","PUNT:18,V22 OB:","C. Manser punt 10 yards to the HD22, out-of-bounds.","V,1,10,V22",U,NA,Y,NA,NA,NA,NA,NA,8,H,BD,"PUNT,2,11:30,6","PUNT,2,07:34,68",12,62,3:56,PUNT,2,11:30,BD06,PUNT,2,07:34,HD32,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,HD22,"V,1,10,V22","9,1,69","{DRIVE}:07:34 RUSH:24,H45, TACK:33","HAMBURG SEA DEVILS drive start at 07:34, X. Johnson rush for 33 yards to the BD45, 1ST DOWN HD (T. Debiez).","V,1,10,H45",R,R,NA,NA,NA,NA,07:34,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD45,"V,1,10,H45","9,2,70","RUSH:24,H46, TACK:33 PEN:H,FM,A,33,H31,1","X. Johnson rush for loss of 1 yard to the BD46 (T. Debiez), PENALTY BD face mask (T. Debiez) 15 yards to the BD31, 1ST DOWN HD.","V,1,10,H31",R,E,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD31,"V,1,10,H31","9,3,71","D:1,10 PASS:10,C,11,H26 TACK:11","1st and 10, J. Clark pass complete to B. Mau for 5 yards to the BD26 (B. Brooks).","V,2,5,H26",P,NA,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,5,BD26,"V,2,5,H26","9,4,72","PASS:10,I,12,*",J. Clark pass incomplete to J. Madin Cerezo.,"V,3,5,H26",P,NA,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,3,5,BD26,"V,3,5,H26","9,5,73","RUSH:24,H22, TACK:7,2",X. Johnson rush for 4 yards to the BD22 (M. Tavarres;G. Prati).,"V,4,1,H22",R,NA,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,4,1,BD22,"V,4,1,H22","9,6,74","RUSH:24,H08, OB: TACK:25","X. Johnson rush for 14 yards to the BD8, 1ST DOWN HD, out-of-bounds (N. Lester).","V,1,0,H08",R,R,Y,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,0,BD08,"V,1,0,H08","9,7,75","PEN:V,HO,A,76,H18,N",PENALTY HD holding (T. Winter) 10 yards to the BD18.,"V,1,0,H18",E,NA,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,0,BD18,"V,1,0,H18","9,8,76","PASS:10,I,44,*",J. Clark pass incomplete to J. Kruse.,"V,2,0,H18",P,NA,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,0,BD18,"V,2,0,H18","9,9,77","RUSH:32,H14, TACK:7",J. Hummel rush for 4 yards to the BD14 (M. Tavarres).,"V,3,0,H14",R,NA,NA,NA,NA,NA,NA,NA,9,V,HD,"PUNT,2,07:34,22","FG,2,05:10,89",10,67,2:24,PUNT,2,07:34,HD22,FG,2,05:10,BD11,1
