gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,first,clock,turnover,score,vscore,hscore,ob,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,2,CC15,"V,3,2,H15","20,5,147","PASS:1,C,86,H11 TACK:99","Z. Edwards pass complete to M. Emos for 4 yards to the CC11, 1ST DOWN BD (J. De Souza B.).","V,1,10,H11",P,P,NA,NA,NA,NA,NA,NA,20,V,BD,"KO,3,00:00,77","DOWNS,4,11:59,92",7,15,3:01,KO,3,00:00,CC23,DOWNS,4,11:59,CC08,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,CC11,"V,1,10,H11","20,6,148","RUSH:1,H08,",Z. Edwards rush for 3 yards to the CC8.,"V,2,7,H08",R,NA,NA,NA,NA,NA,NA,NA,20,V,BD,"KO,3,00:00,77","DOWNS,4,11:59,92",7,15,3:01,KO,3,00:00,CC23,DOWNS,4,11:59,CC08,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,7,CC08,"V,2,7,H08","20,7,149","PASS:1,I,5,* BRUP:23",Z. Edwards pass incomplete to J. Constant (T. Janssen).,"V,3,7,H08",P,NA,NA,NA,NA,NA,NA,NA,20,V,BD,"KO,3,00:00,77","DOWNS,4,11:59,92",7,15,3:01,KO,3,00:00,CC23,DOWNS,4,11:59,CC08,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,7,CC08,"V,3,7,H08","20,8,150","PEN:V,DG,A,1,H12,N",PENALTY BD delay of game (Z. Edwards) 4 yards to the CC12.,"V,3,11,H12",E,NA,NA,NA,NA,NA,NA,NA,20,V,BD,"KO,3,00:00,77","DOWNS,4,11:59,92",7,15,3:01,KO,3,00:00,CC23,DOWNS,4,11:59,CC08,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,11,CC12,"V,3,11,H12","20,9,151","RUSH:1,H08, TACK:3",Z. Edwards rush for 4 yards to the CC8 (J. Voelker).,"V,4,7,H08",R,NA,NA,NA,NA,NA,NA,NA,20,V,BD,"KO,3,00:00,77","DOWNS,4,11:59,92",7,15,3:01,KO,3,00:00,CC23,DOWNS,4,11:59,CC08,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,4,7,CC08,"V,4,7,H08","20,10,152","PASS:1,I,15,*",Z. Edwards pass incomplete to M. Flores.,"H,1,10,H08",P,NA,NA,NA,NA,NA,NA,NA,20,V,BD,"KO,3,00:00,77","DOWNS,4,11:59,92",7,15,3:01,KO,3,00:00,CC23,DOWNS,4,11:59,CC08,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC08,"H,1,10,H08","21,1,153",{DRIVE}:11:59,COLOGNE CENTURIONS drive start at 11:59.,"H,1,10,H08",NA,NA,11:59,NA,NA,NA,NA,NA,21,H,CC,"DOWNS,4,11:59,8","TD,4,09:42,100",4,92,2:17,DOWNS,4,11:59,CC08,TD,4,09:42,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC08,"H,1,10,H08","21,2,154","RUSH:28,H08, TACK:23",M. London rush for no gain to the CC8 (J. Brugnani).,"H,2,10,H08",R,NA,NA,NA,NA,NA,NA,NA,21,H,CC,"DOWNS,4,11:59,8","TD,4,09:42,100",4,92,2:17,DOWNS,4,11:59,CC08,TD,4,09:42,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,10,CC08,"H,2,10,H08","21,3,155","RUSH:28,H20, TACK:93","M. London rush for 12 yards to the CC20, 1ST DOWN CC (A. Pinheiro).","H,1,10,H20",R,R,NA,NA,NA,NA,NA,NA,21,H,CC,"DOWNS,4,11:59,8","TD,4,09:42,100",4,92,2:17,DOWNS,4,11:59,CC08,TD,4,09:42,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC20,"H,1,10,H20","21,4,156","RUSH:43,H25,",P. Poetsch rush for 5 yards to the CC25.,"H,2,5,H25",R,NA,NA,NA,NA,NA,NA,NA,21,H,CC,"DOWNS,4,11:59,8","TD,4,09:42,100",4,92,2:17,DOWNS,4,11:59,CC08,TD,4,09:42,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,5,CC25,"H,2,5,H25","21,5,157","RUSH:28,V00, T:09:42 PAT:K,2,G","M. London rush for 75 yards to the BD0, 1ST DOWN CC, TOUCHDOWN, clock 09:42, D. Schuhmacher kick attempt good.","H,1,0,H35",X,R,09:42,NA,Y,12,40,NA,21,H,CC,"DOWNS,4,11:59,8","TD,4,09:42,100",4,92,2:17,DOWNS,4,11:59,CC08,TD,4,09:42,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,0,CC35,"H,1,0,H35","21,6,158","KO:2,V34 RET:4,V39","D. Schuhmacher kickoff 31 yards to the BD34, R. Bertellin return 5 yards to the BD39.","V,1,10,V39",K,NA,NA,NA,NA,NA,NA,NA,21,H,CC,"DOWNS,4,11:59,8","TD,4,09:42,100",4,92,2:17,DOWNS,4,11:59,CC08,TD,4,09:42,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD39,"V,1,10,V39","22,1,159","{DRIVE}:09:37 PASS:1,I,24,*","BARCELONA DRAGONS drive start at 09:37, Z. Edwards pass incomplete to J. Castanon.","V,2,10,V39",P,NA,09:37,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,10,BD39,"V,2,10,V39","22,2,160","RUSH:1,V37, OB:","Z. Edwards rush for loss of 2 yards to the BD37, out-of-bounds.","V,3,12,V37",R,NA,NA,NA,NA,NA,NA,Y,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,12,BD37,"V,3,12,V37","22,3,161","PASS:1,C,4,V47 TACK:24",Z. Edwards pass complete to R. Bertellin for 10 yards to the BD47 (D. Jacobs).,"V,4,2,V47",P,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,4,2,BD47,"V,4,2,V47","22,4,162","PASS:1,C,5,H38 TACK:20","Z. Edwards pass complete to J. Constant for 15 yards to the CC38, 1ST DOWN BD (J. Seibel).","V,1,10,H38",P,P,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,CC38,"V,1,10,H38","22,5,163","PASS:1,I,15,*",Z. Edwards pass incomplete to M. Flores.,"V,2,10,H38",P,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,10,CC38,"V,2,10,H38","22,6,164","RUSH:3,H04, TACK:32","A. Jimenez rush for 34 yards to the CC4, 1ST DOWN BD (R. Grooten).","V,1,0,H04",R,R,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,0,CC04,"V,1,0,H04","22,7,165","PEN:H,OS,A,TM,H02,N",PENALTY CC offside 2 yards to the CC2.,"V,1,0,H02",E,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,0,CC02,"V,1,0,H02","22,8,166","SPOT:H,H19,Y",CC ball on CC19.,"H,1,2,H19",NA,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,2,CC19,"H,1,2,H19","22,9,167","RUSH:4,H16,",G. Ngovo rush for loss of 3 yards to the CC16.,"H,2,5,H16",R,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,5,CC16,"H,2,5,H16","22,10,168","SPOT:H,H09,Y",CC ball on CC9.,"H,2,5,H09",NA,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,5,CC09,"H,2,5,H09","22,11,169","PUNT:9,V21 RET:5,V38","C. Ezeala punt 70 yards to the BD21, J. Constant return 17 yards to the BD38.","V,1,10,V38",U,NA,NA,NA,NA,NA,NA,NA,22,H,CC,"KO,4,09:37,9","PUNT,4,04:56,9",7,0,4:41,KO,4,09:37,CC09,PUNT,4,04:56,CC09,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD38,"V,1,10,V38","23,1,170","{DRIVE}:04:56 PASS:1,S,TM,V25 SACK:3","BARCELONA DRAGONS drive start at 04:56, Z. Edwards sacked for loss of 13 yards to the BD25 (J. Voelker).","V,2,23,V25",P,NA,04:56,NA,NA,NA,NA,NA,23,V,BD,"PUNT,4,04:56,38","PUNT,4,03:56,15",3,-23,1:00,PUNT,4,04:56,BD38,PUNT,4,03:56,BD15,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,23,BD25,"V,2,23,V25","23,2,171","TOUT:V T:04:32 RUSH:1,V20,","Timeout Barcelona Dragons, clock 04:32, Z. Edwards rush for loss of 5 yards to the BD20.","V,3,28,V20",R,NA,04:32,NA,NA,NA,NA,NA,23,V,BD,"PUNT,4,04:56,38","PUNT,4,03:56,15",3,-23,1:00,PUNT,4,04:56,BD38,PUNT,4,03:56,BD15,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,28,BD20,"V,3,28,V20","23,3,172","PASS:1,I,4,*",Z. Edwards pass incomplete to R. Bertellin.,"V,4,28,V20",P,NA,NA,NA,NA,NA,NA,NA,23,V,BD,"PUNT,4,04:56,38","PUNT,4,03:56,15",3,-23,1:00,PUNT,4,04:56,BD38,PUNT,4,03:56,BD15,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,4,28,BD20,"V,4,28,V20","23,4,173","PEN:V,DG,A,18,V15,N",PENALTY BD delay of game (C. Maser) 5 yards to the BD15.,"V,4,33,V15",E,NA,NA,NA,NA,NA,NA,NA,23,V,BD,"PUNT,4,04:56,38","PUNT,4,03:56,15",3,-23,1:00,PUNT,4,04:56,BD38,PUNT,4,03:56,BD15,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,4,33,BD15,"V,4,33,V15","23,5,174","PUNT:18,V47 RET:47,V41 FUMB:V,V41,90","C. Maser punt 32 yards to the BD47, N. Liesen return 6 yards to the BD41, fumble by N. Liesen recovered by BD A. Fernandez at BD41.","V,1,10,V41",U,NA,NA,F,NA,NA,NA,NA,23,V,BD,"PUNT,4,04:56,38","PUNT,4,03:56,15",3,-23,1:00,PUNT,4,04:56,BD38,PUNT,4,03:56,BD15,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD41,"V,1,10,V41","25,1,175","{DRIVE}:03:56 PASS:1,I,4,*","BARCELONA DRAGONS drive start at 03:56, Z. Edwards pass incomplete to R. Bertellin.","V,2,10,V41",P,NA,03:56,NA,NA,NA,NA,NA,25,V,BD,"FUMB,4,03:56,41","PUNT,4,03:04,41",3,0,0:52,FUMB,4,03:56,BD41,PUNT,4,03:04,BD41,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,10,BD41,"V,2,10,V41","25,2,176","PASS:1,I,4,*",Z. Edwards pass incomplete to R. Bertellin.,"V,3,10,V41",P,NA,NA,NA,NA,NA,NA,NA,25,V,BD,"FUMB,4,03:56,41","PUNT,4,03:04,41",3,0,0:52,FUMB,4,03:56,BD41,PUNT,4,03:04,BD41,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,10,BD41,"V,3,10,V41","25,3,177","PASS:1,I,4,*",Z. Edwards pass incomplete to R. Bertellin.,"V,4,10,V41",P,NA,NA,NA,NA,NA,NA,NA,25,V,BD,"FUMB,4,03:56,41","PUNT,4,03:04,41",3,0,0:52,FUMB,4,03:56,BD41,PUNT,4,03:04,BD41,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,4,10,BD41,"V,4,10,V41","25,4,178","PUNT:18,H28 RET:30,H24 TACK:33,15","C. Maser punt 31 yards to the CC28, M. Mbaye return -4 yards to the CC24 (T. Debiez;M. Flores).","H,1,10,H24",U,NA,NA,NA,NA,NA,NA,NA,25,V,BD,"FUMB,4,03:56,41","PUNT,4,03:04,41",3,0,0:52,FUMB,4,03:56,BD41,PUNT,4,03:04,BD41,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC24,"H,1,10,H24","26,1,179",{DRIVE}:03:04,COLOGNE CENTURIONS drive start at 03:04.,"H,1,10,H24",NA,NA,03:04,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC24,"H,1,10,H24","26,2,180","RUSH:26,H32, TACK:47",A. Frisch rush for 8 yards to the CC32 (J. Carradini).,"H,2,2,H32",R,NA,NA,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,2,CC32,"H,2,2,H32","26,3,181","RUSH:26,H34,","A. Frisch rush for 2 yards to the CC34, 1ST DOWN CC.","H,1,10,H34",R,R,NA,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC34,"H,1,10,H34","26,4,182","RUSH:26,H45, TACK:33","A. Frisch rush for 11 yards to the CC45, 1ST DOWN CC (T. Debiez).","H,1,10,H45",R,R,NA,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC45,"H,1,10,H45","26,5,183","RUSH:26,V46, TACK:47",A. Frisch rush for 9 yards to the BD46 (J. Carradini).,"H,2,1,V46",R,NA,NA,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,1,BD46,"H,2,1,V46","26,6,184","RUSH:4,V40,","G. Ngovo rush for 6 yards to the BD40, 1ST DOWN CC.","H,1,10,V40",R,R,NA,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,BD40,"H,1,10,V40","26,7,185",HALF: T:00:00,"End of game, clock 00:00.","H,1,10,V40",#,NA,00:00,NA,NA,NA,NA,NA,26,H,CC,"PUNT,4,03:04,24","HALF,4,00:00,60",5,36,3:04,PUNT,4,03:04,CC24,HALF,4,00:00,BD40,NA
