gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,clock,ob,first,score,vscore,hscore,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,10,FG41,"H,2,10,V41","24,4,170","PEN:V,PF,A,27,V26,1","PENALTY FG personal foul (F. Schneikert) 15 yards to the FG26, 1ST DOWN SS.","H,1,10,V26",E,NA,NA,E,NA,NA,NA,NA,24,H,SS,"KO,4,10:20,25","TD,4,08:20,100",5,75,2:00,KO,4,10:20,SS25,TD,4,08:20,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG26,"H,1,10,V26","24,5,171","RUSH:6,V23, TACK:43,19",J. Wright rush for 3 yards to the FG23 (J. Silva Gomez;N. Strahmann).,"H,2,7,V23",R,NA,NA,NA,NA,NA,NA,NA,24,H,SS,"KO,4,10:20,25","TD,4,08:20,100",5,75,2:00,KO,4,10:20,SS25,TD,4,08:20,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,7,FG23,"H,2,7,V23","24,6,172","PASS:6,C,5,V01 OB:","J. Wright pass complete to D. Meza for 22 yards to the FG1, 1ST DOWN SS, out-of-bounds.","H,1,0,V01",P,NA,Y,P,NA,NA,NA,NA,24,H,SS,"KO,4,10:20,25","TD,4,08:20,100",5,75,2:00,KO,4,10:20,SS25,TD,4,08:20,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,0,FG01,"H,1,0,V01","24,7,173","RUSH:6,V00, T:08:20","J. Wright rush for 1 yard to the FG0, 1ST DOWN SS, TOUCHDOWN, clock 08:20.","H,1,10,V15",R,08:20,NA,R,Y,36,13,NA,24,H,SS,"KO,4,10:20,25","TD,4,08:20,100",5,75,2:00,KO,4,10:20,SS25,TD,4,08:20,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG15,"H,1,10,V15","24,8,174","PAT:K,3,G",T. Bronn kick attempt good.,"H,1,0,H35",X,NA,NA,NA,Y,36,14,NA,24,H,SS,"KO,4,10:20,25","TD,4,08:20,100",5,75,2:00,KO,4,10:20,SS25,TD,4,08:20,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,0,SS35,"H,1,0,H35","24,9,175","KO:3,V00 RET:10,V25 TACK:21","T. Bronn kickoff 65 yards to the FG0, O. Williams return 25 yards to the FG25 (J. Jacob).","V,1,10,V25",K,NA,NA,NA,NA,NA,NA,NA,24,H,SS,"KO,4,10:20,25","TD,4,08:20,100",5,75,2:00,KO,4,10:20,SS25,TD,4,08:20,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG25,"V,1,10,V25","25,1,176",{DRIVE}:08:20,FRANKFURT GALAXY drive start at 08:20.,"V,1,10,V25",NA,08:20,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG25,"V,1,10,V25","25,2,177","PASS:7,C,13,H39 TACK:8","J. Sullivan pass complete to M. Rutsch for 36 yards to the SS39, 1ST DOWN FG (8).","V,1,10,H39",P,NA,NA,P,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS39,"V,1,10,H39","25,3,178","PASS:7,C,15,H39 TACK:20",J. Sullivan pass complete to M. Siemssen for no gain to the SS39 (D. Warren).,"V,2,10,H39",P,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,10,SS39,"V,2,10,H39","25,4,179","PASS:7,I,17,*",J. Sullivan pass incomplete to N. Schoen.,"V,3,10,H39",P,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,10,SS39,"V,3,10,H39","25,5,180","PASS:7,C,81,H24 TACK:8,48","J. Sullivan pass complete to N. Bomba for 15 yards to the SS24, 1ST DOWN FG (8;T. Stickel).","V,1,10,H24",P,NA,NA,P,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS24,"V,1,10,H24","25,6,181","RUSH:22,H20, TACK:20,72",G. Ameln rush for 4 yards to the SS20 (D. Warren;D. Pisaric).,"V,2,6,H20",R,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,6,SS20,"V,2,6,H20","25,7,182","RUSH:22,H10, OB:","G. Ameln rush for 10 yards to the SS10, 1ST DOWN FG, out-of-bounds.","V,1,0,H10",R,NA,Y,R,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,SS10,"V,1,0,H10","25,8,183","PASS:7,I,15,*",J. Sullivan pass incomplete to M. Siemssen.,"V,2,0,H10",P,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,0,SS10,"V,2,0,H10","25,9,184","PEN:V,OPB,D",PENALTY FG OPB declined.,"V,2,0,H10",E,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,0,SS10,"V,2,0,H10","25,10,185","PEN:V,OPB,A,50,H20,N",PENALTY FG OPB (50) 10 yards to the SS20.,"V,2,0,H20",E,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,0,SS20,"V,2,0,H20","25,11,186","RUSH:22,H12, TACK:99",G. Ameln rush for 8 yards to the SS12 (S. Vardar).,"V,3,0,H12",R,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,0,SS12,"V,3,0,H12","25,12,187","RUSH:22,H12, TACK:20,21",G. Ameln rush for no gain to the SS12 (D. Warren;J. Jacob).,"V,4,0,H12",R,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,0,SS12,"V,4,0,H12","25,13,188","PEN:V,OH,D",PENALTY FG OH declined.,"V,4,0,H12",E,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,0,SS12,"V,4,0,H12","25,14,189","RUSH:22,H00, T:03:54","G. Ameln rush for 12 yards to the SS0, 1ST DOWN FG, TOUCHDOWN, clock 03:54.","V,1,10,H15",R,03:54,NA,R,Y,42,14,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS15,"V,1,10,H15","25,15,190","PAT:K,15,M",M. Siemssen kick attempt failed.,"V,1,0,V35",X,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,FG35,"V,1,0,V35","25,16,191","KO:19,H00 TB:","N. Strahmann kickoff 65 yards to the SS0, touchback.","H,1,10,H25",K,NA,NA,NA,NA,NA,NA,NA,25,V,FG,"KO,4,08:20,25","TD,4,03:54,100",10,75,4:26,KO,4,08:20,FG25,TD,4,03:54,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS25,"H,1,10,H25","26,1,192",{DRIVE}:03:54,STUTTGART SURGE drive start at 03:54.,"H,1,10,H25",NA,03:54,NA,NA,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS25,"H,1,10,H25","26,2,193","RUSH:7,H23, TACK:99,98",T. Edel rush for loss of 2 yards to the SS23 (K. Maier;M. Loetz).,"H,2,12,H23",R,NA,NA,NA,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,12,SS23,"H,2,12,H23","26,3,194","PASS:6,C,87,H43 OB:","J. Wright pass complete to D. Rofalski for 20 yards to the SS43, 1ST DOWN SS, out-of-bounds.","H,1,10,H43",P,NA,Y,P,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS43,"H,1,10,H43","26,4,195","PEN:V,RTP,A,TM,V42,N","PENALTY FG RTP 15 yards to the FG42, 1ST DOWN SS.","H,1,10,V42",E,NA,NA,E,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG42,"H,1,10,V42","26,5,196","PASS:6,C,17,V23 OB:","J. Wright pass complete to P. Floeser for 19 yards to the FG23, 1ST DOWN SS, out-of-bounds.","H,1,10,V23",P,NA,Y,P,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG23,"H,1,10,V23","26,6,197","PEN:V,PF,A,44,V12,N","PENALTY FG personal foul (M. Gorelik) 11 yards to the FG12, 1ST DOWN SS.","H,1,10,V12",E,NA,NA,E,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG12,"H,1,10,V12","26,7,198","PASS:6,C,4,V00 T:01:55","J. Wright pass complete to A. Eitel for 12 yards to the FG0, 1ST DOWN SS, TOUCHDOWN, clock 01:55.","H,1,10,V15",P,01:55,NA,P,Y,42,20,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG15,"H,1,10,V15","26,8,199","PAT:K,3,M",T. Bronn kick attempt failed.,"H,1,0,H35",X,NA,NA,NA,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,0,SS35,"H,1,0,H35","26,9,200","KO:3,V01 RET:10,V37 TACK:30","T. Bronn kickoff 64 yards to the FG1, O. Williams return 36 yards to the FG37 (T. Becker).","V,1,10,V37",K,NA,NA,NA,NA,NA,NA,NA,26,H,SS,"KO,4,03:54,25","TD,4,01:55,100",4,75,1:59,KO,4,03:54,SS25,TD,4,01:55,FG00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG37,"V,1,10,V37","27,1,201",{DRIVE}:01:55,FRANKFURT GALAXY drive start at 01:55.,"V,1,10,V37",NA,01:55,NA,NA,NA,NA,NA,NA,27,V,FG,"KO,4,01:55,37","HALF,4,00:00,46",3,9,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG46,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG37,"V,1,10,V37","27,2,202","RUSH:22,V26, OB:","G. Ameln rush for loss of 11 yards to the FG26, out-of-bounds.","V,2,21,V26",R,NA,Y,NA,NA,NA,NA,NA,27,V,FG,"KO,4,01:55,37","HALF,4,00:00,46",3,9,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG46,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,21,FG26,"V,2,21,V26","27,3,203","RUSH:22,V34, TACK:26,32",G. Ameln rush for 8 yards to the FG34 (R. Pein;J. Ludwig-M.).,"V,3,13,V34",R,NA,NA,NA,NA,NA,NA,NA,27,V,FG,"KO,4,01:55,37","HALF,4,00:00,46",3,9,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG46,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,13,FG34,"V,3,13,V34","27,4,204","RUSH:22,V46, TACK:55",G. Ameln rush for 12 yards to the FG46 (D. Graza).,"V,4,1,V46",R,NA,NA,NA,NA,NA,NA,NA,27,V,FG,"KO,4,01:55,37","HALF,4,00:00,46",3,9,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG46,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,1,FG46,"V,4,1,V46","27,5,205",HALF: T:00:00,"End of game, clock 00:00.","V,4,1,V46",#,00:00,NA,NA,NA,NA,NA,NA,27,V,FG,"KO,4,01:55,37","HALF,4,00:00,46",3,9,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG46,NA
